"ID";"Группа";"Наименование";"Артикул";"Комментарий";"НаименованиеПолное";"Саплаер";"Освещение";"Пиво";"Район";"Улица";"Размер";"Вид";"Сторона";"Популярность";"ЯндексКоординаты";"Цена";"Валюта"
"UT000000815";"Щиты 3*6";"Щит 3*6 ул.Пермякова-Автовокзал (РОТОР), сторона А2";"86А2";"Билборд установлен на спуске с путепровода по ул.Пермякова, в 200м. от автовокзала. Работает в направлении движения из жилых микрорайнов к ул.50 лет Октября и ул.Республики.";"Размещение рекламной информации на щите 3*6 по адресу ул.Пермякова-Автовокзал, сторона А2, инв.86А2";"";"2";"1";"Центр";"Пермякова";"3*6";"Щит";"А2";"Средняя";"57.127869,65.59345";21000;"RUB"
"UT000000816";"Щиты 3*6";"Щит 3*6 ул.Пермякова-Автовокзал (РОТОР), сторона А3";"86А3";"Билборд установлен на спуске с путепровода по ул.Пермякова, в 200м. от автовокзала. Работает в направлении движения из жилых микрорайнов к ул.50 лет Октября и ул.Республики.";"Размещение рекламной информации на щите  3*6 по адресу ул.Пермякова-Автовокзал, сторона А3, инв.86А3";"ООО "Тюменьстройбыт"";"2";"1";"Центр";"Пермякова";"3*6";"Щит";"А3";"Средняя";"57.127869,65.59345";21000;"RUB"
"UT000000817";"Призматрон 3*12";"Призматрон 3*12 ул. Малыгина - М.Тореза, сторона А2";"169А1";"Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.";"Размещение рекламной информации на призматроне 3*12  по адресу Малыгина - М.Тореза, сторона А, инв. 169А1";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Малыгина";"3*12";"Призматрон";"A";"ТОП";"57.145824,65.545498";30000;"RUB"
"UT000000818";"Призматрон 3*12";"Призматрон 3*12  ул.Малыгина - М.Тореза, сторона А1";"169А2";"Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.";"Размещение рекламной информации на призматроне 3*12  по адресу Малыгина - М.Тореза, сторона А, инв. 169А2";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Малыгина";"3*12";"Призматрон";"A";"ТОП";"57.145824,65.545498";30000;"RUB"
"UT000000819";"Призматрон 3*12";"Призматрон 3*12 ул. Малыгина - М.Тореза, сторона А3";"169А3";"Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.Призматрон установлен на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении к центру города.";"Размещение рекламной информации на призматроне 3*12  по адресу Малыгина - М.Тореза, сторона А, инв. 169А3";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Малыгина";"3*12";"Призматрон";"A";"ТОП";"57.145824,65.545498";30000;"RUB"
"UT000000820";"Призматрон 3*12";"Мультипанель 3*11,6  ул.Малыгина-М.Тореза, сторона А2";"171А2";"Мультипанель установлена на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении движения из центра к путепроводу.";"Размещение рекламной информации на мультипанели 3*11,6 по адресу ул.Малыгина-М.Тореза, сторона А, инв.171А2";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Малыгина";"3*12";"Призматрон";"А1";"ТОП";"57.145509,65.544688";17100;"RUB"
"UT000000821";"Призматрон 3*12";"Мультипанель 3*11,6  ул.Малыгина-М.Тореза, сторона А3";"171А3";"Мультипанель установлена на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении движения из центра к путепроводу.¶Монтаж + накатка 9 840руб.";"Размещение рекламной информации на мультипанели 3*11,6 по адресу ул.Малыгина-М.Тореза, сторона А, инв.171А3";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Малыгина";"3*12";"Призматрон";"А1";"ТОП";"57.145509,65.544688";17100;"RUB"
"UT000000822";"Призматрон 3*12";"Мультипанель 3*11,6  ул.Малыгина-М.Тореза, сторона А4";"171А4";"Мультипанель установлена на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении движения из центра к путепроводу.¶Монтаж + накатка 9 840руб.";"Размещение рекламной информации на мультипанели 3*11,6 по адресу ул.Малыгина-М.Тореза, сторона А, инв.171А4";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Малыгина";"3*12";"Призматрон";"А1";"ТОП";"57.145509,65.544688";17100;"RUB"
"UT000000823";"Призматрон 3*12";"Мультипанель 3*11,6  ул.Малыгина-М.Тореза, сторона А5";"171А5";"Мультипанель установлена на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении движения из центра к путепроводу.¶Монтаж + накатка 9 840руб.";"Размещение рекламной информации на мультипанели 3*11,6  по адресу ул.Малыгина-М.Тореза, сторона А, инв.171А5";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Малыгина";"3*12";"Призматрон";"А1";"ТОП";"57.145509,65.544688";17100;"RUB"
"UT000000824";"Призматрон 3*12";"Мультипанель 3*11,6  ул.Малыгина-М.Тореза, сторона А6";"171А6";"Мультипанель установлена на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении движения из центра к путепроводу.¶Монтаж + накатка 9 840руб.";"Размещение рекламной информации на мультипанели 3*11,6 по адресу ул.Малыгина-М.Тореза, сторона А, инв.171А6";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Малыгина";"3*12";"Призматрон";"А1";"ТОП";"57.145509,65.544688";17100;"RUB"
"UT000000825";"Призматрон 3*12";"Мультипанель 3*11,6  ул.Малыгина-М.Тореза, сторона А7";"171А7";"Мультипанель установлена на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении движения из центра к путепроводу.¶Монтаж + накатка 9 840руб.";"Размещение рекламной информации на мультипанели 3*11,6  по адресу ул.Малыгина-М.Тореза, сторона А, инв.171А7";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Малыгина";"3*12";"Призматрон";"А1";"ТОП";"57.145509,65.544688";17100;"RUB"
"UT000000826";"Призматрон 3*12";"Мультипанель 3*11,6  ул.Малыгина-М.Тореза, сторона А8";"171А8";"Мультипанель установлена на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении движения из центра к путепроводу.¶Монтаж + накатка 9 840руб.";"Размещение рекламной информации на мультипанели 3*11,6 по адресу ул.Малыгина-М.Тореза, сторона А, инв.171А8";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Малыгина";"3*12";"Призматрон";"А1";"ТОП";"57.145509,65.544688";17100;"RUB"
"UT000000827";"Призматрон 3*12";"Мультипанель 3*11,6  ул.Малыгина-М.Тореза, сторона А9";"171А9";"Мультипанель установлена на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении движения из центра к путепроводу.¶Монтаж + накатка 9 840руб.";"Размещение рекламной информации на мультипанели 3*11,6 по адресу ул.Малыгина-М.Тореза, сторона А, инв.171А9";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Малыгина";"3*12";"Призматрон";"А1";"ТОП";"57.145509,65.544688";17100;"RUB"
"UT000000828";"Призматрон 3*12";"Мультипанель 3*11,6  ул.Малыгина-М.Тореза, сторона А10";"171А10";"Мультипанель установлена на перекрестке ул. Малыгина и М.Тореза, в районе плотного транспортного потока, в 100м. от путепровода 'Стрела'. Сторона А работает в направлении движения из центра к путепроводу.";"Размещение рекламной информации на мультипанели 3*11,6  по адресу ул.Малыгина-М.Тореза, сторона А, инв.171А10";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Малыгина";"3*12";"Призматрон";"А1";"ТОП";"57.145509,65.544688";17100;"RUB"
"UT000000829";"Призматрон 3*4";"Призматрон 3*4 ул.Республики, 60 - Орджоникидзе, сторона А1";"103А1";"Призматрон установлен в самом центре города, в районе высокой деловой активности, в квартале от Тюменского ЦУМа и цветного бульвара  - наиболее популярного места гуляний горожан. Ст. А - к ул.Первомайская.";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики, 60 - Орджоникидзе, сторона А, инв.103А1";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Республики-Орджоникидзе";"3*4";"Призматрон";"А1";"Средняя";"57.150986,65.545043";19500;"RUB"
"UT000000830";"Призматрон 3*4";"Призматрон 3*4 ул.Республики, 60 - Орджоникидзе, сторона А2";"103А2";"Призматрон установлен в самом центре города, в районе высокой деловой активности, в квартале от Тюменского ЦУМа и цветного бульвара  - наиболее популярного места гуляний горожан. Ст. А - к ул.Первомайская.";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики, 60 - Орджоникидзе, сторона А, инв.103А1";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Республики-Орджоникидзе";"3*4";"Призматрон";"А1";"ТОП";"57.150986,65.545043";19500;"RUB"
"UT000000831";"Призматрон 3*4";"Призматрон 3*4 ул.Республики, 60 - Орджоникидзе, сторона А3";"103А3";"Призматрон установлен в самом центре города, в районе высокой деловой активности, в квартале от Тюменского ЦУМа и цветного бульвара  - наиболее популярного места гуляний горожан. Ст. А - к ул.Первомайская.";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики, 60 - Орджоникидзе, сторона А, инв.103А3";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Республики-Орджоникидзе";"3*4";"Призматрон";"А1";"ТОП";"57.150986,65.545043";19500;"RUB"
"UT000000832";"Призматрон 3*4";"Призматрон 3*4 ул.Республики - Пермякова, сторона А2";"170А2";"Республики-Пермякова";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики-Пермякова, сторона А, инв.170А2";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики-Пермякова";"3*4";"Призматрон";"А2";"ТОП";"57.127099,65.589845";12000;"RUB"
"UT000000833";"Призматрон 3*4";"Призматрон 3*4 ул.Республики - Пермякова, сторона А3";"170А3";"Республики-Пермякова";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики-Пермякова, сторона А, инв.170А3";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Республики-Пермякова";"3*4";"Призматрон";"А3";"ТОП";"57.127099,65.589845";12000;"RUB"
"UT000000834";"Призматрон 3*4";"Призматрон 3*4 ул.Республики - Пермякова, сторона В1";"170В1";"Республики-Пермякова";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики-Пермякова, сторона В инв.170В1";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики-Пермякова";"3*4";"Призматрон";"B1";"ТОП";"57.127099,65.589845";12000;"RUB"
"UT000000835";"Призматрон 3*4";"Призматрон 3*4 ул.Республики - Пермякова, сторона В2";"170В2";"Республики-Пермякова";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики-Пермякова, сторона В инв.170В2";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики-Пермякова";"3*4";"Призматрон";"B2";"ТОП";"57.127099,65.589845";12000;"RUB"
"UT000000836";"Призматрон 3*4";"Призматрон 3*4 ул.Республики - Пермякова, сторона С1";"170С1";"Республики-Пермякова";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики-Пермякова, сторона В инв.170С1";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики-Пермякова";"3*4";"Призматрон";"С1";"ТОП";"57.127099,65.589845";12000;"RUB"
"UT000000837";"Призматрон 3*4";"Призматрон 3*4 ул.Республики - Пермякова, сторона В3";"170В3";"Республики-Пермякова";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики-Пермякова, сторона В инв.170В3";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики-Пермякова";"3*4";"Призматрон";"B3";"ТОП";"57.127099,65.589845";12000;"RUB"
"UT000000838";"Призматрон 3*4";"Призматрон 3*4 ул.Республики, 131 - Драмтеатр, сторона А2";"173А2";"Республики,131 - Драмтеатр";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики, 131-Драмтеатр, сторона А, инв.173А2";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики";"3*4";"Призматрон";"А2";"ТОП";"57.143238,65.559779";15000;"RUB"
"UT000000839";"Призматрон 3*4";"Призматрон 3*4 ул.Республики, 131 - Драмтеатр, сторона А3";"173А3";"Республики,131 - Драмтеатр";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики, 131-Драмтеатр, сторона А, инв.173А3";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики";"3*4";"Призматрон";"А3";"ТОП";"57.143238,65.559779";15000;"RUB"
"UT000000840";"Призматрон 3*4";"Призматрон 3*4 ул.Республики, 94 - поворот на Карскую, сторона А2";"174А2";"ул.Республики, 94-Холодильная";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики, 94- поворот на Карскую, сторона А, инв.174А2";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики";"3*4";"Призматрон";"А2";"ТОП";"57.143049,65.559184";15000;"RUB"
"UT000000841";"Призматрон 3*4";"Призматрон 3*4 ул.Республики, 94 - поворот на Карскую, сторона А3";"174А3";"ул.Республики, 94-Холодильная";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики, 94-поворот на Карскую, сторона А, инв.174А3";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики";"3*4";"Призматрон";"А3";"ТОП";"57.143049,65.559184";15000;"RUB"
"UT000000842";"Призматрон 3*4";"Призматрон 3*4 ул.Пермякова путепровод, (ТЦ Привоз), сторона А3";"175А3";"ул.Пермякова";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Пермякова,(ТЦ Привоз), сторона А, инв.175А3";"ООО "Тюменьстройбыт"";"1";"1";"Спальные";"Пермякова";"3*4";"Призматрон";"А3";"Средняя";"57.125844,65.589953";12000;"RUB"
"UT000000843";"Призматрон 3*4";"Призматрон 3*4 ул.Пермякова путепровод, (ТЦ Привоз), сторона В2";"175В2";"ул.Пермякова";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Пермякова, (ТЦ Привоз), сторона А, инв.175В2";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Пермякова";"3*4";"Призматрон";"B2";"Средняя";"57.125844,65.589953";12000;"RUB"
"UT000000844";"Призматрон 3*4";"Призматрон 3*4 ул.Пермякова путепровод, (ТЦ Привоз), сторона В3";"175В3";"ул.Пермякова";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Пермякова, (ТЦ Привоз), сторона А, инв.175В3";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Пермякова";"3*4";"Призматрон";"B3";"Средняя";"57.125844,65.589953";12000;"RUB"
"UT000000845";"Призматрон 3*4";"Призматрон 3*4 ул.Пермякова путепровод, (ТЦ Привоз), сторона С1";"175С1";"ул.Пермякова";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Пермякова,(ТЦ Привоз), сторона А инв.175С1";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Пермякова";"3*4";"Призматрон";"С1";"Средняя";"57.125844,65.589953";12000;"RUB"
"UT000000846";"Призматрон 3*4";"Призматрон 3*4 ул.Пермякова путепровод, (ТЦ Привоз), сторона С2";"175С2";"ул.Пермякова";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Пермякова, (ТЦ Привоз), сторона А инв.175С2";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Пермякова";"3*4";"Призматрон";"С2";"Средняя";"57.125844,65.589953";12000;"RUB"
"UT000000847";"Призматрон 3*4";"Призматрон 3*4 ул.Пермякова путепровод, (ТЦ Привоз), сторона С3";"175С3";"ул.Пермякова";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Пермякова, (ТЦ Привоз), сторона А инв.175С3";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Пермякова";"3*4";"Призматрон";"С3";"Средняя";"57.125844,65.589953";12000;"RUB"
"UT000000848";"Призматрон 3*4";"Призматрон 3*4 ул.Республики, 165 - Дом Кино Космос, сторона А2";"176А2";"ул.Республики, 165-Киномакс";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики, 165 - Дом Кино Космос, сторона А, инв.176А2";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики";"3*4";"Призматрон";"А2";"ТОП";"57.133893,65.577793";15000;"RUB"
"UT000000849";"Призматрон 3*4";"Призматрон 3*4 ул.Республики, 165 - Дом Кино Космос, сторона А3";"176А3";"ул.Республики, 165-Киномакс";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики, 165 - Дом Кино Космос, сторона А, инв.176А3";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики";"3*4";"Призматрон";"А3";"ТОП";"57.133893,65.577793";15000;"RUB"
"UT000000850";"Призматрон 3*4";"Призматрон 3*4 ул.Республики, 169 - Тульская, сторона А2";"177А2";"ул.Республики, 169-Тульская";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики, 169-Тульская, сторона А, инв.177А2";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики";"3*4";"Призматрон";"А2";"ТОП";"57.132315,65.580046";15000;"RUB"
"UT000000851";"Призматрон 3*4";"Призматрон 3*4 ул.Республики, 169 - Тульская, сторона А3";"177А3";"ул.Республики, 169-Тульская";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики, 169-Тульская, сторона А, инв.177А3";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики";"3*4";"Призматрон";"А3";"ТОП";"57.132315,65.580046";15000;"RUB"
"UT000000852";"Призматрон 3*4";"Призматрон 3*4 ул.Республики, 211 - Воровского, (БЦ Республика), сторона А2";"178А2";"ул.Республики, 211-Воровского";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики, 211-Воровского, (БЦ Республика), сторона А, инв.178А2";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики";"3*4";"Призматрон";"А2";"Средняя";"57.122798,65.606416";9000;"RUB"
"UT000000853";"Призматрон 3*4";"Призматрон 3*4 ул.Республики, 211 - Воровского, (БЦ Республика), сторона А3";"178А3";"ул.Республики, 211-Воровского";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики, 211-Воровского, (БЦ Республика), сторона А, инв.178А3";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики";"3*4";"Призматрон";"А3";"Средняя";"57.122798,65.606416";9000;"RUB"
"UT000000854";"Призматрон 3*4";"Призматрон 3*4 ул.Республики, 211 - Воровского, (БЦ Республика), сторона В2";"178В2";"ул.Республики, 211-Воровского";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики, 211-Воровского, (БЦ Республика), сторона В, инв.178В2";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики";"3*4";"Призматрон";"B2";"Средняя";"57.122798,65.606416";9000;"RUB"
"UT000000855";"Призматрон 3*4";"Призматрон 3*4 ул.Республики, 211 - Воровского, (БЦ Республика), сторона В3";"178В3";"ул.Республики, 211-Воровского";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики, 211-Воровского, (БЦ Республика), сторона В, инв.178В3";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики";"3*4";"Призматрон";"B3";"Средняя";"57.122798,65.606416";9000;"RUB"
"UT000000857";"Призматрон 3*4";"Призматрон 3*4 ул.Республики, 211 - Воровского, (БЦ Республика), сторона С2";"178С2";"ул.Республики, 211-Воровского";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики, 211-Воровского, (БЦ Республика), сторона В, инв.178С2";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики";"3*4";"Призматрон";"С2";"Средняя";"57.122798,65.606416";9000;"RUB"
"UT000000858";"Призматрон 3*4";"Призматрон 3*4 ул.Республики, 211 - Воровского, (БЦ Республика), сторона С3";"178С3";"ул.Республики, 211-Воровского";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики, 211-Воровского, (БЦ Республика), сторона В, инв.178С3";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики";"3*4";"Призматрон";"С3";"Средняя";"57.122798,65.606416";9000;"RUB"
"UT000000859";"Призматрон 3*4";"Призматрон 3*4 ул.Малыгина, 58, сторона А2";"179А2";"ул.Малыгина";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Малыгина, сторона А, инв.179А2";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Малыгина";"3*4";"Призматрон";"А2";"ТОП";"57.139924,65.555728";9000;"RUB"
"UT000000860";"Призматрон 3*4";"Призматрон 3*4 ул.Малыгина, 58, сторона А3";"179А3";"ул.Малыгина";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Малыгина, сторона А, инв.179А3";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Малыгина";"3*4";"Призматрон";"А3";"ТОП";"57.139924,65.555728";9000;"RUB"
"UT000000861";"Призматрон 3*4";"Призматрон 3*4 ул.Малыгина, 58, сторона В2";"179В2";"ул.Малыгина";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Малыгина, сторона В, инв.179В2";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Малыгина";"3*4";"Призматрон";"B2";"ТОП";"57.139924,65.555728";9000;"RUB"
"UT000000862";"Призматрон 3*4";"Призматрон 3*4 ул.Малыгина, 58, сторона В3";"179В3";"ул.Малыгина";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Малыгина, сторона В, инв.179В3";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Малыгина";"3*4";"Призматрон";"B3";"ТОП";"57.139924,65.555728";9000;"RUB"
"UT000000863";"Призматрон 3*4";"Призматрон 3*4 ул.Пермякова, 5 - БЦ Нобель, сторона А2";"180А2";"ул.Пермякова, 5-БЦ Нобель";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Пермякова, 5-БЦ Нобель, сторона А, инв.180А2";"ООО "Тюменьстройбыт"";"1";"0";"Центр";"Пермякова";"3*4";"Призматрон";"А2";"ТОП";"57.130002,65.59726";12000;"RUB"
"UT000000864";"Призматрон 3*4";"Призматрон 3*4 ул.Пермякова, 5 - БЦ Нобель, сторона А3";"180А3";"ул.Пермякова, 5-БЦ Нобель";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Пермякова, 5-БЦ Нобель, сторона А, инв.180А3";"ООО "Тюменьстройбыт"";"1";"0";"Центр";"Пермякова";"3*4";"Призматрон";"А3";"ТОП";"57.130002,65.59726";12000;"RUB"
"UT000001024";"Щиты 3*4";"Щит 3*4 ул.Республики, 60 - Орджоникидзе, сторона В";"103В";"Щит установлен в самом центре города, в районе высокой деловой активности, в квартале от Тюменского ЦУМа и цветного бульвара  - наиболее популярного места гуляний горожан. Ст. А - к ул.Первомайская.";"Размещение рекламной информации на щите3*4 по адресу ул.Республики, 60 - Орджоникидзе, сторона В, инв.103В";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Республики-Орджоникидзе";"3*4";"Щит";"B";"Средняя";"57.150986,65.545043";11010;"RUB"
"UT000000755";"Призматрон 3*6";"Призматрон 3*6 ул.Профсоюзная, 12 - Муравленко, ТЦ "Зеленый Берег", сторона А1";"17А2";"Призматрон установлен на ул.Профсоюзная, рядом с ТЦ Зеленый берег (МосМарт, Эксперт). Ст. А - к путепроводу, соединяющему  заречные микрорайоны с городом, и традиционно загруженному в часы пик.";"Размещение рекламной информации на призматроне 3*6 по адресу ул.Профсоюзная, 12 - Муравленко, ТЦ "Зеленый Берег", сторона А1, инв.17А2";"ООО "Тюменьстройбыт"";"1";"0";"Заречный";"Профсоюзная";"3*6";"Призматрон";"А1";"Средняя";"57.171729,65.571038";18000;"RUB"
"UT000000756";"Призматрон 3*6";"Призматрон 3*6 ул.Профсоюзная, 12 - Муравленко, ТЦ "Зеленый Берег", сторона А1";"17А3";"Призматрон установлен на ул.Профсоюзная, рядом с ТЦ Зеленый берег (МосМарт, Эксперт). Ст. А - к путепроводу, соединяющему  заречные микрорайоны с городом, и традиционно загруженному в часы пик.";"Размещение рекламной информации на призматроне 3*6 по адресу ул.Профсоюзная, 12 - Муравленко, ТЦ "Зеленый Берег", сторона А1, инв.17А3";"ООО "Тюменьстройбыт"";"1";"0";"Заречный";"Профсоюзная";"3*6";"Призматрон";"А1";"Средняя";"57.171729,65.571038";18000;"RUB"
